Provincias;Ramas de actividad;Magnitud;periodo;Total
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;8,1
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;8,8
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;9,5
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);39,2
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;38,3
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;39,4
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;38,8
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);36,0
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;35,8
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;36,8
45 Toledo;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;35,8
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);35,9
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;35,4
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;36,6
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;36,1
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);33,0
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;33,0
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;34,1
45 Toledo;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;33,2
45 Toledo;F. Construcción;Empleo total (miles de personas);2021(P);19,9
45 Toledo;F. Construcción;Empleo total (miles de personas);2020;18,1
45 Toledo;F. Construcción;Empleo total (miles de personas);2019;18,7
45 Toledo;F. Construcción;Empleo total (miles de personas);2018;17,3
45 Toledo;F. Construcción;Empleo asalariado (miles de personas);2021(P);16,0
45 Toledo;F. Construcción;Empleo asalariado (miles de personas);2020;14,7
45 Toledo;F. Construcción;Empleo asalariado (miles de personas);2019;15,1
45 Toledo;F. Construcción;Empleo asalariado (miles de personas);2018;13,5
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);59,7
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;56,9
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;66,4
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;61,4
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);45,4
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;43,9
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;49,1
45 Toledo;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;46,4
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);25,6
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;24,4
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;23,5
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;21,4
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);20,1
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;18,7
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;18,2
45 Toledo;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;16,6
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);74,6
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;72,7
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;73,7
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;73,3
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);67,9
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;65,7
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;66,7
45 Toledo;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;66,0
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);234,5
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2020;224,8
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2019;237,1
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2018;229,6
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);194,5
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;186,9
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;194,7
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;187,8
46 Valencia/València;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);1.038,1
46 Valencia/València;TOTAL PERSONAS;Empleo total (miles de personas);2020;1.014,6
46 Valencia/València;TOTAL PERSONAS;Empleo total (miles de personas);2019;1.056,2
46 Valencia/València;TOTAL PERSONAS;Empleo total (miles de personas);2018;1.023,0
46 Valencia/València;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);889,7
46 Valencia/València;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;867,0
46 Valencia/València;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;907,7
46 Valencia/València;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;877,8
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);23,6
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;22,2
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;22,4
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;24,0
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);16,1
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;15,8
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;17,0
46 Valencia/València;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;18,4
