,comunidad_autonoma,provincias,edad (3 grupos de edad),españoles/extranjeros,sexo,año,total
359,País Vasco,Bizkaia,65 y más,Extranjeros,Mujeres,2019,1190
360,Castilla y León,Burgos,0-15 años,Españoles,Hombres,2021,22330
361,Castilla y León,Burgos,0-15 años,Españoles,Hombres,2020,22755
362,Castilla y León,Burgos,0-15 años,Españoles,Hombres,2019,22956
363,Castilla y León,Burgos,0-15 años,Españoles,Mujeres,2021,21016
364,Castilla y León,Burgos,0-15 años,Españoles,Mujeres,2020,21490
365,Castilla y León,Burgos,0-15 años,Españoles,Mujeres,2019,21713
366,Castilla y León,Burgos,0-15 años,Extranjeros,Hombres,2021,2379
367,Castilla y León,Burgos,0-15 años,Extranjeros,Hombres,2020,2408
368,Castilla y León,Burgos,0-15 años,Extranjeros,Hombres,2019,2206
369,Castilla y León,Burgos,0-15 años,Extranjeros,Mujeres,2021,2321
370,Castilla y León,Burgos,0-15 años,Extranjeros,Mujeres,2020,2320
371,Castilla y León,Burgos,0-15 años,Extranjeros,Mujeres,2019,2169
372,Castilla y León,Burgos,16-64 años,Españoles,Hombres,2021,102439
373,Castilla y León,Burgos,16-64 años,Españoles,Hombres,2020,103064
374,Castilla y León,Burgos,16-64 años,Españoles,Hombres,2019,104176
375,Castilla y León,Burgos,16-64 años,Españoles,Mujeres,2021,96313
376,Castilla y León,Burgos,16-64 años,Españoles,Mujeres,2020,96836
377,Castilla y León,Burgos,16-64 años,Españoles,Mujeres,2019,97702
378,Castilla y León,Burgos,16-64 años,Extranjeros,Hombres,2021,11673
379,Castilla y León,Burgos,16-64 años,Extranjeros,Hombres,2020,11427
380,Castilla y León,Burgos,16-64 años,Extranjeros,Hombres,2019,10599
381,Castilla y León,Burgos,16-64 años,Extranjeros,Mujeres,2021,11521
382,Castilla y León,Burgos,16-64 años,Extranjeros,Mujeres,2020,11561
383,Castilla y León,Burgos,16-64 años,Extranjeros,Mujeres,2019,10725
384,Castilla y León,Burgos,65 y más,Españoles,Hombres,2021,38651
385,Castilla y León,Burgos,65 y más,Españoles,Hombres,2020,38514
386,Castilla y León,Burgos,65 y más,Españoles,Hombres,2019,37935
387,Castilla y León,Burgos,65 y más,Españoles,Mujeres,2021,46428
388,Castilla y León,Burgos,65 y más,Españoles,Mujeres,2020,46365
389,Castilla y León,Burgos,65 y más,Españoles,Mujeres,2019,46006
390,Castilla y León,Burgos,65 y más,Extranjeros,Hombres,2021,448
391,Castilla y León,Burgos,65 y más,Extranjeros,Hombres,2020,410
392,Castilla y León,Burgos,65 y más,Extranjeros,Hombres,2019,358
393,Castilla y León,Burgos,65 y más,Extranjeros,Mujeres,2021,536
394,Castilla y León,Burgos,65 y más,Extranjeros,Mujeres,2020,500
395,Castilla y León,Burgos,65 y más,Extranjeros,Mujeres,2019,413
396,Extremadura,Cáceres,0-15 años,Españoles,Hombres,2021,24590
397,Extremadura,Cáceres,0-15 años,Españoles,Hombres,2020,25044
398,Extremadura,Cáceres,0-15 años,Españoles,Hombres,2019,25562
399,Extremadura,Cáceres,0-15 años,Españoles,Mujeres,2021,23307
400,Extremadura,Cáceres,0-15 años,Españoles,Mujeres,2020,23815
401,Extremadura,Cáceres,0-15 años,Españoles,Mujeres,2019,24269
402,Extremadura,Cáceres,0-15 años,Extranjeros,Hombres,2021,1086
403,Extremadura,Cáceres,0-15 años,Extranjeros,Hombres,2020,1103
404,Extremadura,Cáceres,0-15 años,Extranjeros,Hombres,2019,1073
405,Extremadura,Cáceres,0-15 años,Extranjeros,Mujeres,2021,1049
406,Extremadura,Cáceres,0-15 años,Extranjeros,Mujeres,2020,1043
407,Extremadura,Cáceres,0-15 años,Extranjeros,Mujeres,2019,1024
408,Extremadura,Cáceres,16-64 años,Españoles,Hombres,2021,121601
409,Extremadura,Cáceres,16-64 años,Españoles,Hombres,2020,122407
410,Extremadura,Cáceres,16-64 años,Españoles,Hombres,2019,123865
411,Extremadura,Cáceres,16-64 años,Españoles,Mujeres,2021,116016
412,Extremadura,Cáceres,16-64 años,Españoles,Mujeres,2020,116563
413,Extremadura,Cáceres,16-64 años,Españoles,Mujeres,2019,117620
414,Extremadura,Cáceres,16-64 años,Extranjeros,Hombres,2021,5202
415,Extremadura,Cáceres,16-64 años,Extranjeros,Hombres,2020,5280
416,Extremadura,Cáceres,16-64 años,Extranjeros,Hombres,2019,5182
417,Extremadura,Cáceres,16-64 años,Extranjeros,Mujeres,2021,5343
418,Extremadura,Cáceres,16-64 años,Extranjeros,Mujeres,2020,5341
419,Extremadura,Cáceres,16-64 años,Extranjeros,Mujeres,2019,5104
420,Extremadura,Cáceres,65 y más,Españoles,Hombres,2021,39996
421,Extremadura,Cáceres,65 y más,Españoles,Hombres,2020,39810
422,Extremadura,Cáceres,65 y más,Españoles,Hombres,2019,39306
423,Extremadura,Cáceres,65 y más,Españoles,Mujeres,2021,50445
424,Extremadura,Cáceres,65 y más,Españoles,Mujeres,2020,50574
425,Extremadura,Cáceres,65 y más,Españoles,Mujeres,2019,50365
426,Extremadura,Cáceres,65 y más,Extranjeros,Hombres,2021,476
427,Extremadura,Cáceres,65 y más,Extranjeros,Hombres,2020,440
428,Extremadura,Cáceres,65 y más,Extranjeros,Hombres,2019,400
429,Extremadura,Cáceres,65 y más,Extranjeros,Mujeres,2021,447
430,Extremadura,Cáceres,65 y más,Extranjeros,Mujeres,2020,430
431,Extremadura,Cáceres,65 y más,Extranjeros,Mujeres,2019,381
432,Andalucía,Cádiz,0-15 años,Españoles,Hombres,2021,101111
433,Andalucía,Cádiz,0-15 años,Españoles,Hombres,2020,103829
434,Andalucía,Cádiz,0-15 años,Españoles,Hombres,2019,105764
435,Andalucía,Cádiz,0-15 años,Españoles,Mujeres,2021,95484
436,Andalucía,Cádiz,0-15 años,Españoles,Mujeres,2020,97682
437,Andalucía,Cádiz,0-15 años,Españoles,Mujeres,2019,99605
438,Andalucía,Cádiz,0-15 años,Extranjeros,Hombres,2021,3512
439,Andalucía,Cádiz,0-15 años,Extranjeros,Hombres,2020,3636
440,Andalucía,Cádiz,0-15 años,Extranjeros,Hombres,2019,3400
441,Andalucía,Cádiz,0-15 años,Extranjeros,Mujeres,2021,3522
442,Andalucía,Cádiz,0-15 años,Extranjeros,Mujeres,2020,3580
443,Andalucía,Cádiz,0-15 años,Extranjeros,Mujeres,2019,3282
444,Andalucía,Cádiz,16-64 años,Españoles,Hombres,2021,395620
445,Andalucía,Cádiz,16-64 años,Españoles,Hombres,2020,395194
446,Andalucía,Cádiz,16-64 años,Españoles,Hombres,2019,395813
447,Andalucía,Cádiz,16-64 años,Españoles,Mujeres,2021,393119
448,Andalucía,Cádiz,16-64 años,Españoles,Mujeres,2020,392676
449,Andalucía,Cádiz,16-64 años,Españoles,Mujeres,2019,393181
450,Andalucía,Cádiz,16-64 años,Extranjeros,Hombres,2021,19330
451,Andalucía,Cádiz,16-64 años,Extranjeros,Hombres,2020,18810
452,Andalucía,Cádiz,16-64 años,Extranjeros,Hombres,2019,17121
453,Andalucía,Cádiz,16-64 años,Extranjeros,Mujeres,2021,19772
454,Andalucía,Cádiz,16-64 años,Extranjeros,Mujeres,2020,19250
455,Andalucía,Cádiz,16-64 años,Extranjeros,Mujeres,2019,17692
456,Andalucía,Cádiz,65 y más,Españoles,Hombres,2021,92185
457,Andalucía,Cádiz,65 y más,Españoles,Hombres,2020,89931
458,Andalucía,Cádiz,65 y más,Españoles,Hombres,2019,87717
459,Andalucía,Cádiz,65 y más,Españoles,Mujeres,2021,117832
460,Andalucía,Cádiz,65 y más,Españoles,Mujeres,2020,115267
461,Andalucía,Cádiz,65 y más,Españoles,Mujeres,2019,112750
462,Andalucía,Cádiz,65 y más,Extranjeros,Hombres,2021,2326
463,Andalucía,Cádiz,65 y más,Extranjeros,Hombres,2020,2161
464,Andalucía,Cádiz,65 y más,Extranjeros,Hombres,2019,1976
465,Andalucía,Cádiz,65 y más,Extranjeros,Mujeres,2021,2147
466,Andalucía,Cádiz,65 y más,Extranjeros,Mujeres,2020,2033
467,Andalucía,Cádiz,65 y más,Extranjeros,Mujeres,2019,1854
468,Cantabria,Cantabria,0-15 años,Españoles,Hombres,2021,38393
469,Cantabria,Cantabria,0-15 años,Españoles,Hombres,2020,39084
470,Cantabria,Cantabria,0-15 años,Españoles,Hombres,2019,39805
471,Cantabria,Cantabria,0-15 años,Españoles,Mujeres,2021,36456
472,Cantabria,Cantabria,0-15 años,Españoles,Mujeres,2020,37283
473,Cantabria,Cantabria,0-15 años,Españoles,Mujeres,2019,38023
474,Cantabria,Cantabria,0-15 años,Extranjeros,Hombres,2021,2579
475,Cantabria,Cantabria,0-15 años,Extranjeros,Hombres,2020,2615
476,Cantabria,Cantabria,0-15 años,Extranjeros,Hombres,2019,2418
477,Cantabria,Cantabria,0-15 años,Extranjeros,Mujeres,2021,2538
478,Cantabria,Cantabria,0-15 años,Extranjeros,Mujeres,2020,2539
479,Cantabria,Cantabria,0-15 años,Extranjeros,Mujeres,2019,2304
480,Cantabria,Cantabria,16-64 años,Españoles,Hombres,2021,171958
481,Cantabria,Cantabria,16-64 años,Españoles,Hombres,2020,171882
482,Cantabria,Cantabria,16-64 años,Españoles,Hombres,2019,172824
483,Cantabria,Cantabria,16-64 años,Españoles,Mujeres,2021,171348
484,Cantabria,Cantabria,16-64 años,Españoles,Mujeres,2020,171035
485,Cantabria,Cantabria,16-64 años,Españoles,Mujeres,2019,172213
486,Cantabria,Cantabria,16-64 años,Extranjeros,Hombres,2021,13909
487,Cantabria,Cantabria,16-64 años,Extranjeros,Hombres,2020,13819
488,Cantabria,Cantabria,16-64 años,Extranjeros,Hombres,2019,12722
489,Cantabria,Cantabria,16-64 años,Extranjeros,Mujeres,2021,15310
490,Cantabria,Cantabria,16-64 años,Extranjeros,Mujeres,2020,15223
491,Cantabria,Cantabria,16-64 años,Extranjeros,Mujeres,2019,13869
492,Cantabria,Cantabria,65 y más,Españoles,Hombres,2021,55806
493,Cantabria,Cantabria,65 y más,Españoles,Hombres,2020,54491
494,Cantabria,Cantabria,65 y más,Españoles,Hombres,2019,53461
495,Cantabria,Cantabria,65 y más,Españoles,Mujeres,2021,74379
496,Cantabria,Cantabria,65 y más,Españoles,Mujeres,2020,73234
497,Cantabria,Cantabria,65 y más,Españoles,Mujeres,2019,71969
498,Cantabria,Cantabria,65 y más,Extranjeros,Hombres,2021,733
499,Cantabria,Cantabria,65 y más,Extranjeros,Hombres,2020,668
500,Cantabria,Cantabria,65 y más,Extranjeros,Hombres,2019,571
501,Cantabria,Cantabria,65 y más,Extranjeros,Mujeres,2021,1098
502,Cantabria,Cantabria,65 y más,Extranjeros,Mujeres,2020,1032
503,Cantabria,Cantabria,65 y más,Extranjeros,Mujeres,2019,899
504,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Hombres,2021,38979
505,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Hombres,2020,39596
506,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Hombres,2019,40054
507,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Mujeres,2021,36743
508,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Mujeres,2020,37281
509,Comunidad Valenciana,Castellón/Castelló,0-15 años,Españoles,Mujeres,2019,37751
510,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Hombres,2021,8049
511,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Hombres,2020,8213
512,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Hombres,2019,7958
513,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Mujeres,2021,7261
514,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Mujeres,2020,7416
515,Comunidad Valenciana,Castellón/Castelló,0-15 años,Extranjeros,Mujeres,2019,7190
516,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Hombres,2021,159523
517,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Hombres,2020,158997
518,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Hombres,2019,158876
519,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Mujeres,2021,153080
520,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Mujeres,2020,152661
521,Comunidad Valenciana,Castellón/Castelló,16-64 años,Españoles,Mujeres,2019,152625
522,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Hombres,2021,33553
523,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Hombres,2020,33587
524,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Hombres,2019,31749
525,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Mujeres,2021,34620
526,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Mujeres,2020,34527
527,Comunidad Valenciana,Castellón/Castelló,16-64 años,Extranjeros,Mujeres,2019,32546
528,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Hombres,2021,48716
529,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Hombres,2020,48030
530,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Hombres,2019,47314
531,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Mujeres,2021,60878
532,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Mujeres,2020,60033
533,Comunidad Valenciana,Castellón/Castelló,65 y más,Españoles,Mujeres,2019,59231
534,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Hombres,2021,2595
535,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Hombres,2020,2376
536,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Hombres,2019,2126
537,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Mujeres,2021,3067
538,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Mujeres,2020,2873
539,Comunidad Valenciana,Castellón/Castelló,65 y más,Extranjeros,Mujeres,2019,2542
540,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Hombres,2021,34558
541,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Hombres,2020,35290
542,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Hombres,2019,35791
543,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Mujeres,2021,32927
544,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Mujeres,2020,33501
545,Castilla-La Mancha,Ciudad Real,0-15 años,Españoles,Mujeres,2019,34087
546,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Hombres,2021,2796
547,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Hombres,2020,2868
548,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Hombres,2019,2772
549,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Mujeres,2021,2641
550,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Mujeres,2020,2668
551,Castilla-La Mancha,Ciudad Real,0-15 años,Extranjeros,Mujeres,2019,2608
552,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Hombres,2021,150339
553,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Hombres,2020,150541
554,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Hombres,2019,151651
555,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Mujeres,2021,144496
556,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Mujeres,2020,144851
557,Castilla-La Mancha,Ciudad Real,16-64 años,Españoles,Mujeres,2019,146008
558,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Hombres,2021,12755
559,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Hombres,2020,12612
560,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Hombres,2019,11486
561,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Mujeres,2021,12061
562,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Mujeres,2020,12018
563,Castilla-La Mancha,Ciudad Real,16-64 años,Extranjeros,Mujeres,2019,11253
564,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Hombres,2021,42929
565,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Hombres,2020,43184
566,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Hombres,2019,42885
567,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Mujeres,2021,56147
568,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Mujeres,2020,56655
569,Castilla-La Mancha,Ciudad Real,65 y más,Españoles,Mujeres,2019,56492
570,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Hombres,2021,386
571,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Hombres,2020,347
572,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Hombres,2019,292
573,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Mujeres,2021,556
574,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Mujeres,2020,510
575,Castilla-La Mancha,Ciudad Real,65 y más,Extranjeros,Mujeres,2019,436
576,Andalucía,Córdoba,0-15 años,Españoles,Hombres,2021,59029
577,Andalucía,Córdoba,0-15 años,Españoles,Hombres,2020,60452
578,Andalucía,Córdoba,0-15 años,Españoles,Hombres,2019,61585
579,Andalucía,Córdoba,0-15 años,Españoles,Mujeres,2021,55624
580,Andalucía,Córdoba,0-15 años,Españoles,Mujeres,2020,56893
581,Andalucía,Córdoba,0-15 años,Españoles,Mujeres,2019,57948
582,Andalucía,Córdoba,0-15 años,Extranjeros,Hombres,2021,1721
583,Andalucía,Córdoba,0-15 años,Extranjeros,Hombres,2020,1826
584,Andalucía,Córdoba,0-15 años,Extranjeros,Hombres,2019,1668
585,Andalucía,Córdoba,0-15 años,Extranjeros,Mujeres,2021,1567
586,Andalucía,Córdoba,0-15 años,Extranjeros,Mujeres,2020,1697
587,Andalucía,Córdoba,0-15 años,Extranjeros,Mujeres,2019,1593
588,Andalucía,Córdoba,16-64 años,Españoles,Hombres,2021,245710
589,Andalucía,Córdoba,16-64 años,Españoles,Hombres,2020,247127
590,Andalucía,Córdoba,16-64 años,Españoles,Hombres,2019,248376
591,Andalucía,Córdoba,16-64 años,Españoles,Mujeres,2021,241627
592,Andalucía,Córdoba,16-64 años,Españoles,Mujeres,2020,242985
593,Andalucía,Córdoba,16-64 años,Españoles,Mujeres,2019,244282
594,Andalucía,Córdoba,16-64 años,Extranjeros,Hombres,2021,8029
595,Andalucía,Córdoba,16-64 años,Extranjeros,Hombres,2020,8340
596,Andalucía,Córdoba,16-64 años,Extranjeros,Hombres,2019,8107
597,Andalucía,Córdoba,16-64 años,Extranjeros,Mujeres,2021,9492
598,Andalucía,Córdoba,16-64 años,Extranjeros,Mujeres,2020,9665
599,Andalucía,Córdoba,16-64 años,Extranjeros,Mujeres,2019,8876
600,Andalucía,Córdoba,65 y más,Españoles,Hombres,2021,65501
601,Andalucía,Córdoba,65 y más,Españoles,Hombres,2020,64690
602,Andalucía,Córdoba,65 y más,Españoles,Hombres,2019,63664
603,Andalucía,Córdoba,65 y más,Españoles,Mujeres,2021,87453
604,Andalucía,Córdoba,65 y más,Españoles,Mujeres,2020,86792
605,Andalucía,Córdoba,65 y más,Españoles,Mujeres,2019,86021
606,Andalucía,Córdoba,65 y más,Extranjeros,Hombres,2021,483
607,Andalucía,Córdoba,65 y más,Extranjeros,Hombres,2020,451
608,Andalucía,Córdoba,65 y más,Extranjeros,Hombres,2019,390
609,Andalucía,Córdoba,65 y más,Extranjeros,Mujeres,2021,553
610,Andalucía,Córdoba,65 y más,Extranjeros,Mujeres,2020,533
611,Andalucía,Córdoba,65 y más,Extranjeros,Mujeres,2019,469
612,Galicia,"Coruña, A",0-15 años,Españoles,Hombres,2021,69937
613,Galicia,"Coruña, A",0-15 años,Españoles,Hombres,2020,71188
614,Galicia,"Coruña, A",0-15 años,Españoles,Hombres,2019,72128
615,Galicia,"Coruña, A",0-15 años,Españoles,Mujeres,2021,65916
616,Galicia,"Coruña, A",0-15 años,Españoles,Mujeres,2020,66983
617,Galicia,"Coruña, A",0-15 años,Españoles,Mujeres,2019,67916
618,Galicia,"Coruña, A",0-15 años,Extranjeros,Hombres,2021,2926
619,Galicia,"Coruña, A",0-15 años,Extranjeros,Hombres,2020,2874
620,Galicia,"Coruña, A",0-15 años,Extranjeros,Hombres,2019,2502
621,Galicia,"Coruña, A",0-15 años,Extranjeros,Mujeres,2021,2738
622,Galicia,"Coruña, A",0-15 años,Extranjeros,Mujeres,2020,2683
623,Galicia,"Coruña, A",0-15 años,Extranjeros,Mujeres,2019,2349
624,Galicia,"Coruña, A",16-64 años,Españoles,Hombres,2021,327408
625,Galicia,"Coruña, A",16-64 años,Españoles,Hombres,2020,328955
626,Galicia,"Coruña, A",16-64 años,Españoles,Hombres,2019,330911
627,Galicia,"Coruña, A",16-64 años,Españoles,Mujeres,2021,333264
628,Galicia,"Coruña, A",16-64 años,Españoles,Mujeres,2020,335013
629,Galicia,"Coruña, A",16-64 años,Españoles,Mujeres,2019,337395
630,Galicia,"Coruña, A",16-64 años,Extranjeros,Hombres,2021,16739
631,Galicia,"Coruña, A",16-64 años,Extranjeros,Hombres,2020,16426
632,Galicia,"Coruña, A",16-64 años,Extranjeros,Hombres,2019,14500
633,Galicia,"Coruña, A",16-64 años,Extranjeros,Mujeres,2021,18857
634,Galicia,"Coruña, A",16-64 años,Extranjeros,Mujeres,2020,18461
635,Galicia,"Coruña, A",16-64 años,Extranjeros,Mujeres,2019,16531
636,Galicia,"Coruña, A",65 y más,Españoles,Hombres,2021,118885
637,Galicia,"Coruña, A",65 y más,Españoles,Hombres,2020,117260
638,Galicia,"Coruña, A",65 y más,Españoles,Hombres,2019,115501
639,Galicia,"Coruña, A",65 y más,Españoles,Mujeres,2021,160778
640,Galicia,"Coruña, A",65 y más,Españoles,Mujeres,2020,159364
641,Galicia,"Coruña, A",65 y más,Españoles,Mujeres,2019,157638
642,Galicia,"Coruña, A",65 y más,Extranjeros,Hombres,2021,1109
643,Galicia,"Coruña, A",65 y más,Extranjeros,Hombres,2020,1078
644,Galicia,"Coruña, A",65 y más,Extranjeros,Hombres,2019,928
645,Galicia,"Coruña, A",65 y más,Extranjeros,Mujeres,2021,1577
646,Galicia,"Coruña, A",65 y más,Extranjeros,Mujeres,2020,1530
647,Galicia,"Coruña, A",65 y más,Extranjeros,Mujeres,2019,1297
648,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Hombres,2021,10857
649,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Hombres,2020,10996
650,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Hombres,2019,11236
651,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Mujeres,2021,10481
652,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Mujeres,2020,10658
653,Castilla-La Mancha,Cuenca,0-15 años,Españoles,Mujeres,2019,10956
654,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Hombres,2021,2156
655,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Hombres,2020,2140
656,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Hombres,2019,2058
657,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Mujeres,2021,2119
658,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Mujeres,2020,2071
659,Castilla-La Mancha,Cuenca,0-15 años,Extranjeros,Mujeres,2019,1981
660,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Hombres,2021,55942
661,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Hombres,2020,55917
662,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Hombres,2019,56430
663,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Mujeres,2021,51596
664,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Mujeres,2020,51410
665,Castilla-La Mancha,Cuenca,16-64 años,Españoles,Mujeres,2019,51754
666,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Hombres,2021,8935
667,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Hombres,2020,8867
668,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Hombres,2019,8203
669,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Mujeres,2021,8532
670,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Mujeres,2020,8511
671,Castilla-La Mancha,Cuenca,16-64 años,Extranjeros,Mujeres,2019,7872
672,Castilla-La Mancha,Cuenca,65 y más,Españoles,Hombres,2021,19987
673,Castilla-La Mancha,Cuenca,65 y más,Españoles,Hombres,2020,20286
674,Castilla-La Mancha,Cuenca,65 y más,Españoles,Hombres,2019,20433
675,Castilla-La Mancha,Cuenca,65 y más,Españoles,Mujeres,2021,24326
676,Castilla-La Mancha,Cuenca,65 y más,Españoles,Mujeres,2020,24741
677,Castilla-La Mancha,Cuenca,65 y más,Españoles,Mujeres,2019,24949
678,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Hombres,2021,241
679,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Hombres,2020,224
680,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Hombres,2019,182
681,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Mujeres,2021,344
682,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Mujeres,2020,318
683,Castilla-La Mancha,Cuenca,65 y más,Extranjeros,Mujeres,2019,275
684,País Vasco,Gipuzkoa,0-15 años,Españoles,Hombres,2021,50212
685,País Vasco,Gipuzkoa,0-15 años,Españoles,Hombres,2020,51302
686,País Vasco,Gipuzkoa,0-15 años,Españoles,Hombres,2019,52413
687,País Vasco,Gipuzkoa,0-15 años,Españoles,Mujeres,2021,47546
688,País Vasco,Gipuzkoa,0-15 años,Españoles,Mujeres,2020,48607
689,País Vasco,Gipuzkoa,0-15 años,Españoles,Mujeres,2019,49541
690,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Hombres,2021,5062
691,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Hombres,2020,5127
692,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Hombres,2019,4822
693,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Mujeres,2021,4690
694,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Mujeres,2020,4726
695,País Vasco,Gipuzkoa,0-15 años,Extranjeros,Mujeres,2019,4390
696,País Vasco,Gipuzkoa,16-64 años,Españoles,Hombres,2021,203882
697,País Vasco,Gipuzkoa,16-64 años,Españoles,Hombres,2020,204684
698,País Vasco,Gipuzkoa,16-64 años,Españoles,Hombres,2019,205401
699,País Vasco,Gipuzkoa,16-64 años,Españoles,Mujeres,2021,200437
700,País Vasco,Gipuzkoa,16-64 años,Españoles,Mujeres,2020,200937
701,País Vasco,Gipuzkoa,16-64 años,Españoles,Mujeres,2019,201907
702,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Hombres,2021,24570
703,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Hombres,2020,24000
704,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Hombres,2019,21967
705,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Mujeres,2021,24617
706,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Mujeres,2020,24520
707,País Vasco,Gipuzkoa,16-64 años,Extranjeros,Mujeres,2019,22471
708,País Vasco,Gipuzkoa,65 y más,Españoles,Hombres,2021,70110
709,País Vasco,Gipuzkoa,65 y más,Españoles,Hombres,2020,69219
710,País Vasco,Gipuzkoa,65 y más,Españoles,Hombres,2019,68054
