,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
502,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,47.3
503,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,47.3
504,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,13.2
505,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,11.7
506,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,11.9
507,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,10.2
508,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,9.1
509,Andalucía,Cádiz,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,9.1
510,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,35.8
511,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,36.4
512,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,37.6
513,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,33.6
514,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,34.7
515,Andalucía,Cádiz,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,35.9
516,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,28.7
517,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,29.7
518,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,30.8
519,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,26.6
520,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,28.1
521,Andalucía,Cádiz,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,29.2
522,Andalucía,Cádiz,F. Construcción,Empleo total (miles de personas),2021,27.4
523,Andalucía,Cádiz,F. Construcción,Empleo total (miles de personas),2020,28.4
524,Andalucía,Cádiz,F. Construcción,Empleo total (miles de personas),2019,29.5
525,Andalucía,Cádiz,F. Construcción,Empleo asalariado (miles de personas),2021,24.1
526,Andalucía,Cádiz,F. Construcción,Empleo asalariado (miles de personas),2020,25.5
527,Andalucía,Cádiz,F. Construcción,Empleo asalariado (miles de personas),2019,26.5
528,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,127.4
529,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,123.7
530,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,134.8
531,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,95.8
532,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,92.4
533,Andalucía,Cádiz,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,102.0
534,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,50.0
535,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,47.6
536,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,48.0
537,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,41.7
538,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,39.3
539,Andalucía,Cádiz,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,39.9
540,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,151.4
541,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,147.4
542,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,150.4
543,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,139.9
544,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,135.4
545,Andalucía,Cádiz,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,138.3
546,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,5.7
547,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,5.1
548,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,5.7
549,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,1.7
550,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,1.6
551,Cantabria,Cantabria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,1.9
552,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,32.6
553,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,32.7
554,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,34.3
555,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,31.3
556,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,31.5
557,Cantabria,Cantabria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,33.1
